Delta,Theta,Alpha,Beta,Y
5.004E+03,8.224E+03,1.0711E+04,5.99E+03,0E+00
8.035E+03,1.0303E+04,7.722E+03,4.878E+03,0E+00
1.296075E+06,2.67631E+05,4.3476E+04,9.033E+03,0E+00
4.5549E+04,2.9524E+04,2.0146E+04,1.1595E+04,0E+00
1.9905E+04,6.867E+03,1.449E+03,6.214E+03,0E+00
4.5E+03,5.975E+03,5.589E+03,2.021E+03,0E+00
6.174E+03,2.454E+03,2.66E+03,7.017E+03,0E+00
2.01337E+05,7.6315E+04,3.0698E+04,1.5993E+04,0E+00
2.9826E+04,1.1833E+04,6.892E+03,1.0059E+04,0E+00
3.918E+03,1.6344E+04,3.517E+03,9.301E+03,0E+00
1.19708E+05,3.10706E+05,6.907E+03,3.343E+04,0E+00
3.89E+03,2.7457E+04,2.064E+03,7.906E+03,0E+00
2.2188E+04,1.1177E+04,6.275E+03,6.333E+03,0E+00
1.8221E+04,4.012E+03,3.584E+03,6.587E+03,0E+00
4.997E+03,1.054E+04,2.268E+03,1.608E+03,0E+00
5.073E+03,1.571E+04,1.181E+03,2.281E+03,0E+00
3.676E+03,4.535E+03,5.338E+03,6.07E+03,0E+00
4.841E+03,4.012E+03,1.236E+03,6.74E+03,0E+00
5.594E+03,8.081E+03,1.581E+03,3.08E+03,0E+00
3.81964E+05,5.38878E+05,1.5244E+04,8.28E+03,0E+00
1.3851E+04,1.6527E+04,4.548E+03,7.05E+03,0E+00
6.69E+03,4.657E+03,1.11E+03,6.251E+03,0E+00
1.12524E+05,1.2203E+04,2.714E+03,1.626E+03,0E+00
2.69061E+05,1.16581E+05,8.9173E+04,3.1935E+04,0E+00
4.7008E+04,5.3562E+04,2.65E+02,3.018E+03,0E+00
2.9436E+05,3.2926E+04,5.646E+03,3.595E+03,0E+00
2.37548E+05,6.19491E+05,8.0226E+04,1.9912E+04,0E+00
3.1842E+05,1.7836E+04,7.51E+03,5.754E+03,0E+00
6.72736E+05,4.3286E+04,5.23E+03,3.623E+03,0E+00
7.1032E+04,3.9617E+04,1.3762E+04,1.237E+03,0E+00
1.1274E+04,4.85E+03,1.445E+03,6.569E+03,0E+00
4.741E+03,7.524E+03,5.422E+03,6.942E+03,0E+00
4.052E+03,5.459E+03,1.0866E+04,2.168E+03,0E+00
2.81035E+05,6.9295E+04,3.1465E+04,9.501E+03,0E+00
3.6907E+05,1.19061E+05,8.156E+03,2.5803E+04,0E+00
1.43428E+05,2.3908E+04,1.0986E+04,5.935E+03,0E+00
1.3145E+04,2.5191E+04,8.08E+03,9.175E+03,0E+00
1.19046E+05,1.5717E+04,2.1E+03,3.238E+03,0E+00
8.51134E+05,6.14069E+05,1.7623E+04,9.834E+03,0E+00
8.925E+03,1.2297E+04,9.447E+03,6.385E+03,0E+00
6.09043E+05,3.4588E+04,3.102E+03,3.411E+03,0E+00
1.113217E+06,1.95128E+05,8.4981E+04,3.5667E+04,0E+00
1.86266E+05,2.3972E+04,4.4632E+04,7.167E+03,0E+00
2.33222E+05,5.73529E+05,1.92021E+05,4.5953E+04,0E+00
3.43714E+05,6.786E+03,2.152E+03,1.62E+03,0E+00
4.54357E+05,1.80418E+05,1.69755E+05,6.8586E+04,0E+00
2.335E+05,1.00136E+05,2.5602E+04,1.0549E+04,0E+00
7.9269E+04,1.3103E+04,1.606E+03,8.464E+03,0E+00
5.04447E+05,3.0707E+04,4.853E+03,3.7992E+04,0E+00
6.06464E+05,9.0648E+04,9.909E+03,3.5664E+04,0E+00
3.061E+03,6.485E+03,1.1719E+04,3.871E+03,0E+00
8.14383E+05,4.65844E+05,6.3464E+04,2.1472E+04,0E+00
9.168E+03,9.549E+03,2.648E+03,7.591E+03,0E+00
1.30436E+05,6.4394E+04,2.3631E+04,9.35E+03,0E+00
5.75202E+05,3.97717E+05,7.7043E+04,1.6424E+04,0E+00
1.155108E+06,5.5717E+04,7.303E+03,1.417E+04,0E+00
3.476E+03,1.156E+04,1.106E+03,6.647E+03,0E+00
2.30842E+05,1.9598E+05,1.0384E+04,9.9519E+04,0E+00
2.5301E+05,9.2652E+04,4.4752E+04,4.653E+03,0E+00
8.1238E+04,1.1713E+04,2.618E+03,8.87E+02,0E+00
8.53862E+05,7.76163E+05,4.1846E+04,1.2203E+04,0E+00
4.87992E+05,8.1955E+04,2.2029E+04,2.7179E+04,0E+00
4.36362E+05,3.38569E+05,2.6155E+04,2.0778E+04,0E+00
6.446E+03,4.037E+03,6.281E+03,1.1931E+04,0E+00
8.581E+03,1.9718E+04,1.845E+03,7.966E+03,0E+00
3.54522E+05,2.77336E+05,4.0607E+04,2.4504E+04,0E+00
1.0027E+05,2.3489E+04,5.003E+03,4.83E+03,0E+00
3.074E+03,1.0153E+04,7.429E+03,5.495E+03,0E+00
4.45085E+05,2.90369E+05,4.2734E+04,1.9885E+04,0E+00
3.3836E+04,1.1757E+04,8.91E+03,8.91E+03,0E+00
1.77309E+05,2.68506E+05,3.4979E+04,3.2658E+04,0E+00
6.28776E+05,4.1743E+04,1.4849E+04,1.1843E+04,0E+00
7.436E+03,4.982E+03,2.037E+03,2.15E+03,0E+00
1.789E+03,8.301E+03,2.79E+03,1.643E+03,0E+00
4.52948E+05,2.24305E+05,3.3536E+04,1.6918E+04,0E+00
2.63274E+05,2.1674E+04,1.967E+03,8.709E+03,0E+00
5.489E+04,9.5934E+04,6.0093E+04,6.092E+03,0E+00
1.674076E+06,7.818E+04,2.7296E+04,9.598E+03,0E+00
5.6246E+04,2.1926E+04,1.2043E+04,1.8881E+04,0E+00
1.5947E+04,1.551E+03,2.519E+03,2.847E+03,0E+00
2.67276E+05,2.27148E+05,3.2073E+04,1.6828E+04,0E+00
1.37652E+05,1.86442E+05,5.6304E+04,4.6341E+04,0E+00
1.307632E+06,6.2671E+04,2.0757E+04,7.531E+03,0E+00
1.8222E+04,1.0364E+04,1.761E+03,6.531E+03,0E+00
1.06605E+05,1.03128E+05,8.426E+03,1.2858E+04,0E+00
9.2456E+04,3.9072E+04,1.8436E+04,7.088E+03,0E+00
5.544E+04,1.9144E+04,8.673E+03,1.0252E+04,0E+00
5.613E+03,7.073E+03,4.495E+03,3.5E+03,0E+00
3.00382E+05,1.15533E+05,5.7991E+04,2.5732E+04,0E+00
1.62302E+05,7.7935E+04,2.4312E+04,1.3581E+04,0E+00
8.78532E+05,1.90347E+05,1.1399E+04,1.62E+04,0E+00
1.08381E+05,4.288E+04,9.6058E+04,6.7025E+04,0E+00
7.18612E+05,2.7823E+04,5.396E+03,2.911E+03,0E+00
1.051E+04,3.168E+03,1.559E+03,4.623E+03,0E+00
4.89E+03,4.926E+03,2.082E+03,8.884E+03,0E+00
8.294E+03,1.952E+03,5.209E+03,8.201E+03,0E+00
2.14278E+05,3.20991E+05,2.0512E+04,1.819E+04,0E+00
4.5748E+04,4.1148E+04,1.8329E+04,1.0778E+04,0E+00
1.60061E+05,7.1108E+04,2.1914E+04,6.068E+03,0E+00
2.6367E+05,5.5735E+04,4.597E+03,1.0762E+04,0E+00
1.753E+03,6.208E+03,1.4361E+04,4.047E+03,0E+00
8.62E+03,6.788E+03,1.845E+03,3.157E+03,0E+00
1.77951E+05,5.1899E+04,6.464E+03,2.987E+03,0E+00
2.5293E+04,1.6285E+04,6.212E+03,9.865E+03,0E+00
1.128E+04,3.28E+03,1.3027E+04,6.396E+03,0E+00
6.303E+04,3.0686E+04,9.39E+03,2.643E+03,0E+00
8.267E+03,1.4109E+04,5.184E+03,3.985E+03,0E+00
4.08E+03,1.4391E+04,1.35E+03,3.611E+03,0E+00
2.4786E+04,2.2431E+04,5.674E+03,5.442E+03,0E+00
7.5618E+04,2.07138E+05,8.433E+03,2.1809E+04,0E+00
9.1067E+04,2.5138E+04,1.502E+03,8.347E+03,0E+00
1.3248E+04,6.624E+03,6.674E+03,8.095E+03,0E+00
1.4072E+04,3.084E+03,2.665E+03,7.041E+03,0E+00
1.84E+03,1.3901E+04,5.433E+03,4.476E+03,0E+00
5.512E+03,2.0758E+04,1.44E+03,4.651E+03,0E+00
5.8961E+04,4.9869E+04,5.6026E+04,2.7996E+04,0E+00
9.26389E+05,9.5982E+04,2.7974E+04,6.017E+03,0E+00
1.4467E+04,1.0048E+04,4.349E+03,1.065E+04,0E+00
3.331E+03,7.286E+03,5.879E+03,3.931E+03,0E+00
3.938E+03,1.9808E+04,1.114E+03,7.639E+03,0E+00
3.782E+03,4.229E+03,2.808E+03,8.143E+03,0E+00
7.524E+03,9.404E+03,2.129E+03,1.0215E+04,0E+00
4.1513E+04,1.5199E+04,1.8728E+04,4.113E+03,0E+00
8.7709E+04,2.80164E+05,1.7936E+04,2.107E+04,0E+00
2.811E+03,2.0903E+04,2.847E+03,6.016E+03,0E+00
2.5984E+04,2.5715E+04,1.0134E+04,5.353E+03,0E+00
3.16065E+05,3.6272E+04,1.5771E+04,6.919E+03,0E+00
2.5548E+04,1.9861E+04,9.249E+03,1.7425E+04,0E+00
6.329E+04,2.7568E+04,1.9751E+04,9.189E+03,0E+00
3.08942E+05,6.875E+04,1.3659E+04,1.2406E+04,0E+00
6.1446E+04,1.3772E+04,2.0485E+04,1.0267E+04,0E+00
1.4415E+04,5.008E+03,9.025E+03,8.958E+03,0E+00
5.911E+03,5.269E+03,1.268E+03,2.646E+03,0E+00
8.202E+03,7.291E+03,1.638E+03,4.589E+03,0E+00
1.0123E+04,1.4276E+04,5.172E+03,9.838E+03,0E+00
5.4219E+04,1.22326E+05,6.8524E+04,1.6367E+04,0E+00
1.463048E+06,1.16794E+05,7.645E+03,2.799E+03,0E+00
4.773E+03,6.956E+03,5.183E+03,4.286E+03,0E+00
3.74296E+05,3.01467E+05,3.962E+03,3.0352E+04,0E+00
4.964E+04,2.3226E+04,1.5273E+04,7.962E+03,0E+00
5.40627E+05,2.54012E+05,6.719E+03,1.9205E+04,0E+00
7.2872E+04,4.5321E+04,5.462E+03,1.059E+03,0E+00
5.28776E+05,7.1159E+04,1.7613E+04,3.24E+03,0E+00
1.70019E+05,1.80625E+05,2.2024E+04,1.3951E+04,0E+00
8.703E+03,8.645E+03,9.194E+03,3.135E+03,0E+00
3.30934E+05,1.1786E+05,1.3172E+04,1.2848E+04,0E+00
1.9114E+04,3.3001E+04,1.7536E+04,4.778E+03,0E+00
2.8504E+05,9.0897E+04,4.2523E+04,5.7574E+04,0E+00
2.494097E+06,5.80713E+05,1.51087E+05,1.45325E+05,0E+00
1.179946E+06,2.09855E+05,2.0956E+04,3.3694E+04,0E+00
2.77914E+05,2.2336E+04,3.4944E+04,1.6632E+04,0E+00
7.051E+03,5.102E+03,4.227E+03,5.953E+03,0E+00
1.1861E+04,8.456E+03,6.378E+03,6.989E+03,0E+00
3.95156E+05,3.2572E+04,2.9031E+04,6.219E+03,0E+00
1.83433E+05,1.26517E+05,2.6778E+04,4.028E+03,0E+00
1.90615E+05,1.9055E+04,1.679E+04,1.0679E+04,0E+00
6.759E+03,4.375E+03,4.072E+03,6.338E+03,0E+00
4.695E+03,1.5763E+04,7.462E+03,1.2355E+04,0E+00
2.45724E+05,3.13543E+05,3.4666E+04,5.814E+04,0E+00
7.6981E+04,9.516E+03,7.946E+03,1.0059E+04,0E+00
3.1743E+04,1.643E+04,2.5984E+04,1.279E+04,0E+00
3.02736E+05,1.67088E+05,9.183E+03,1.8854E+04,0E+00
2.47E+04,1.1049E+04,4.117E+03,9.624E+03,0E+00
1.483601E+06,1.66294E+05,1.43418E+05,6.5677E+04,1E+00
1.564541E+06,5.686E+04,3.5668E+04,6.6729E+04,1E+00
2.15712E+05,6.4474E+04,5.558E+03,2.792E+03,1E+00
1.836449E+06,1.35761E+05,1.54142E+05,5.5652E+04,1E+00
5.32762E+05,4.8661E+04,2.0573E+04,9.773E+03,1E+00
6.2194E+05,1.72629E+05,1.7983E+04,6.008E+03,1E+00
4.16926E+05,1.47476E+05,9.1059E+04,7.0654E+04,1E+00
7.30796E+05,4.7017E+04,2.3341E+04,7.003E+03,1E+00
4.68133E+05,3.10258E+05,4.5471E+04,2.5605E+04,1E+00
8.69313E+05,4.8063E+04,8.603E+03,7.617E+03,1E+00
3.8704E+04,4.6779E+04,1.3714E+04,1.5882E+04,1E+00
9.2704E+04,1.0583E+04,2.26E+02,6.772E+03,1E+00
3.80472E+05,2.65589E+05,4.1947E+04,1.4629E+04,1E+00
2.862E+04,1.658E+04,9.785E+03,6.754E+03,1E+00
1.13124E+05,4.807E+03,6.407E+03,3.911E+03,1E+00
7.30281E+05,3.7072E+04,4.706E+03,5.3121E+04,1E+00
2.0653E+04,6.493E+03,1.1179E+04,4.621E+03,1E+00
1.286262E+06,1.61891E+05,8.3149E+04,3.4939E+04,1E+00
1.24265E+05,2.5574E+04,2.552E+03,3.838E+03,1E+00
2.67095E+05,3.5318E+04,3.1175E+04,2.0293E+04,1E+00
3.63882E+05,1.84185E+05,2.4059E+04,4.2628E+04,1E+00
5.97979E+05,4.11241E+05,1.1556E+04,6.5378E+04,1E+00
3.6045E+05,7.6924E+04,1.031E+04,1.123E+03,1E+00
6.88429E+05,1.37947E+05,3.2252E+04,1.2809E+04,1E+00
7.15594E+05,4.1527E+04,4.6738E+04,1.7817E+04,1E+00
6.98546E+05,8.7504E+04,1.1858E+04,5.547E+03,1E+00
3.711E+04,3.0275E+04,8.308E+03,8.661E+03,1E+00
1.0488E+04,4.853E+03,1.72E+03,3.214E+03,1E+00
1.277E+04,4.4184E+04,4.676E+03,5.651E+03,1E+00
3.9527E+04,1.24339E+05,9.635E+03,2.3476E+04,1E+00
5.88916E+05,8.0539E+04,4.3716E+04,1.5932E+04,1E+00
1.49015E+05,4.0426E+04,6.279E+03,6.3E+03,1E+00
8.67903E+05,9.6307E+04,1.9526E+04,8.13E+03,1E+00
1.76582E+05,1.5899E+04,1.5122E+04,1.05E+03,1E+00
5.4388E+04,5.03E+03,2.385E+03,3.89E+02,1E+00
7.41314E+05,5.39276E+05,3.8713E+04,2.8159E+04,1E+00
1.932124E+06,1.28893E+05,1.2683E+04,6.309E+03,1E+00
4.40033E+05,3.4331E+04,2.4907E+04,2.5148E+04,1E+00
2.03478E+05,2.7829E+04,3.586E+03,1.991E+03,1E+00
4.15188E+05,3.163E+03,4.651E+03,1.72E+03,1E+00
2.71373E+05,5.9594E+04,9.228E+03,5.441E+03,1E+00
1.173145E+06,7.7263E+04,6.637E+03,1.0977E+04,1E+00
5.6334E+04,8.6655E+04,1.4792E+04,1.1995E+04,1E+00
1.129992E+06,1.16913E+05,2.423E+04,6.776E+04,1E+00
5.04582E+05,8.733E+03,3.656E+03,2.525E+03,1E+00
1.226078E+06,5.4886E+04,4.961E+04,1.9099E+04,1E+00
3.63521E+05,7.8954E+04,2.2383E+04,9.729E+03,1E+00
5.27624E+05,1.6746E+05,1.27678E+05,4.5125E+04,1E+00
7.9035E+04,1.44249E+05,3.8045E+04,1.3661E+04,1E+00
4.8286E+04,1.09553E+05,5.55E+03,3.6946E+04,1E+00
6.86067E+05,2.31629E+05,8.804E+03,2.4447E+04,1E+00
2.8104E+04,2.9224E+04,1.3953E+04,3.487E+03,1E+00
7.453E+03,1.8947E+04,9.412E+03,4.972E+03,1E+00
2.17772E+05,1.24061E+05,1.0128E+04,1.8539E+04,1E+00
2.36983E+05,1.25583E+05,1.5871E+04,6.162E+03,1E+00
2.27508E+05,2.66444E+05,6.136E+03,5.321E+03,1E+00
4.42093E+05,4.7183E+05,2.1123E+04,1.9767E+04,1E+00
8.281E+03,2.0155E+04,2.14E+04,6.774E+03,1E+00
3.4213E+04,5.9802E+04,1.5143E+04,1.8504E+04,1E+00
6.31463E+05,4.3506E+04,8.699E+03,3.003E+03,1E+00
5.00728E+05,1.03996E+05,2.0948E+04,1.0702E+04,1E+00
1.3337E+04,3.199E+03,7.55E+02,2.3952E+04,1E+00
2.6673E+04,4.777E+03,1.68E+03,4.143E+03,1E+00
6.7202E+04,5.2984E+04,7.766E+03,5.61E+03,1E+00
1.00486E+06,1.5111E+04,1.0835E+04,5.612E+03,1E+00
2.232E+03,7.282E+03,3.29E+03,5.447E+03,1E+00
1.1161E+04,1.5783E+04,5.787E+03,2.572E+03,1E+00
1.6738E+04,6.065E+03,3.341E+03,2.047E+03,1E+00
4.10763E+05,6.60922E+05,4.5109E+04,3.7251E+04,1E+00
5.30859E+05,5.8942E+04,2.582E+03,1.4526E+04,1E+00
7.7185E+04,1.0643E+04,1.782E+03,3.635E+03,1E+00
5.393E+03,9.783E+03,1.913E+03,7.096E+03,1E+00
3.876E+03,1.0213E+04,1.1801E+04,2.416E+03,1E+00
1.40282E+05,8.6207E+04,1.1955E+04,4.469E+03,1E+00
9.32778E+05,3.0196E+05,6.219E+03,1.3322E+04,1E+00
8.4217E+04,3.23915E+05,7.5489E+04,3.5395E+04,1E+00
2.0095E+04,2.7397E+04,1.6406E+04,1.2336E+04,1E+00
9.819E+03,1.0691E+04,6.31E+03,5.108E+03,1E+00
1.237E+03,1.928E+04,5.491E+03,8.489E+03,1E+00
3.45088E+05,3.0931E+04,1.3393E+04,7.73E+03,1E+00
4.46862E+05,1.40076E+05,6.0228E+04,1.5619E+04,1E+00
7.8705E+04,2.5273E+04,2.698E+03,6.408E+03,1E+00
8.113E+03,5.085E+03,2.257E+03,2.24E+03,1E+00
5.012E+03,1.2389E+04,6.338E+03,3.939E+03,1E+00
2.50751E+05,3.543E+04,1.3971E+04,5.209E+03,1E+00
4.668E+03,1.259E+04,2.259E+03,5.16E+03,1E+00
1.223E+03,2.013E+03,2.175E+03,1.393E+03,1E+00
2.21646E+05,1.3548E+04,5.585E+03,3.498E+03,1E+00
1.3182E+04,4.238E+03,2.918E+03,3.613E+03,1E+00
8.048E+04,4.2431E+04,1.0605E+04,7.816E+03,1E+00
9.53649E+05,3.18404E+05,2.5428E+04,3.343E+04,1E+00
3.714E+03,2.856E+04,9.589E+03,3.861E+03,1E+00
1.43103E+05,3.65029E+05,1.8778E+04,6.67E+03,1E+00
3.4204E+04,5.25E+03,7.099E+03,1.0528E+04,1E+00
5.03279E+05,9.862E+03,4.01E+03,4.902E+03,1E+00
1.42357E+05,1.3286E+04,7.067E+03,5.368E+03,1E+00
4.65655E+05,4.00143E+05,8.7044E+04,1.428E+04,1E+00
3.13797E+05,1.9586E+04,2.554E+03,5.109E+03,1E+00
1.47701E+05,9.186E+03,2.085E+03,3.275E+03,1E+00
2.73736E+05,3.1877E+04,1.7306E+04,1.477E+03,1E+00
2.4071E+04,1.3022E+04,3.454E+03,6.542E+03,1E+00
7.514E+03,3.407E+03,2.162E+03,1.2276E+04,1E+00
2.06401E+05,7.0848E+04,2.2634E+04,3.893E+03,1E+00
1.8867E+04,2.3109E+04,4.322E+03,1.302E+04,1E+00
1.78903E+05,6.407E+03,3.569E+03,2.93E+03,1E+00
4.06E+04,9.42E+03,6.382E+03,2.124E+03,1E+00
1.89988E+05,2.10144E+05,3.383E+04,2.9559E+04,1E+00
7.33505E+05,7.3023E+04,2.9785E+04,1.3167E+04,1E+00
1.4301E+04,3.4159E+04,1.0223E+04,5.256E+03,1E+00
2.1686E+04,2.985E+03,5.076E+03,8.036E+03,1E+00
4.4303E+04,9.4194E+04,4.9129E+04,2.7243E+04,1E+00
1.73425E+05,7.5025E+04,1.7111E+04,2.879E+03,1E+00
8.53941E+05,6.369E+04,5.587E+03,1.4952E+04,1E+00
1.1573E+04,4.713E+03,8.651E+03,9.735E+03,1E+00
1.38506E+05,5.7976E+04,1.8536E+04,7.143E+03,1E+00
1.97188E+05,4.4925E+04,7.072E+03,1.944E+03,1E+00
5.0146E+04,2.6826E+04,1.983E+03,7.415E+03,1E+00
3.8274E+05,1.01033E+05,8.566E+03,1.8407E+04,1E+00
4.92709E+05,1.72287E+05,2.6132E+04,2.5232E+04,1E+00
5.00672E+05,3.59811E+05,1.6697E+04,3.1588E+04,1E+00
1.0681E+04,3.1329E+04,2.169E+03,3.303E+03,1E+00
7.42624E+05,5.6944E+04,2.547E+03,9.688E+03,1E+00
1.9149E+05,1.905E+05,2.3056E+04,5.094E+03,1E+00
5.719E+03,6.715E+03,3.085E+03,1.0623E+04,1E+00
9.95786E+05,4.4374E+05,2.08851E+05,1.997E+04,1E+00
1.10412E+06,2.21695E+05,2.0407E+04,3.3631E+04,1E+00
6.4982E+04,8.3927E+04,2.5582E+04,1.4163E+04,1E+00
1.87021E+05,1.8415E+04,1.9067E+04,2.203E+03,1E+00
8.6446E+04,4.1985E+04,6.382E+03,1.624E+03,1E+00
1.29514E+05,2.141E+04,2.2824E+04,1.355E+04,1E+00
4.68039E+05,7.2512E+04,3.9392E+04,1.1963E+04,1E+00
2.771515E+06,4.06585E+05,7.2324E+04,3.6636E+04,1E+00
1.8788E+04,2.938E+04,4.335E+03,6.133E+03,1E+00
1.569614E+06,2.80197E+05,6.5474E+04,7.1448E+04,1E+00
5.32615E+05,8.1014E+04,9.7717E+04,5.4535E+04,1E+00
1.970725E+06,2.47226E+05,6.2594E+04,8.54E+03,1E+00
5.82963E+05,7.5488E+04,1.0643E+04,9.06E+03,1E+00
1.15965E+05,4.3904E+04,2.1327E+04,1.5532E+04,1E+00
7.42852E+05,3.0241E+04,1.2283E+04,6.033E+03,1E+00
9.0993E+04,9.8433E+04,3.473E+04,9.702E+03,1E+00
3.96505E+05,1.37529E+05,6.854E+03,4.937E+03,1E+00
7.6222E+04,2.03204E+05,3.999E+03,1.9023E+04,1E+00
3.70095E+05,3.70401E+05,3.0072E+04,2.2586E+04,1E+00
2.80636E+05,1.507E+03,2.37E+02,3.882E+03,1E+00
2.24707E+05,3.14799E+05,5.3612E+04,3.2714E+04,1E+00
3.21566E+05,2.36798E+05,5.9681E+04,4.6515E+04,1E+00
1.741374E+06,8.0441E+04,1.3091E+04,8.844E+03,1E+00
2.8124E+05,5.76928E+05,1.09024E+05,2.21278E+05,1E+00
2.21643E+05,2.8167E+04,2.1523E+04,2.2863E+04,1E+00
1.442582E+06,3.7369E+05,1.61905E+05,5.6553E+04,1E+00
2.648404E+06,1.18835E+05,1.5965E+05,1.26728E+05,1E+00
1.82143E+05,5.116E+04,1.3099E+04,6.107E+03,1E+00
1.167087E+06,1.39552E+05,4.5769E+04,1.8407E+04,1E+00
5.6536E+04,7.625E+03,1.37E+03,1.174E+03,1E+00
3.74104E+05,1.023231E+06,8.6529E+04,4.9653E+04,1E+00
1.66625E+05,1.81391E+05,3.837E+03,1.9836E+04,1E+00
5.90259E+05,4.4915E+04,2.6482E+04,2.1962E+04,1E+00
3.088197E+06,5.79549E+05,3.8766E+04,9.4871E+04,1E+00
5.7694E+04,3.8637E+04,3.45E+04,7.196E+03,1E+00
8.48935E+05,4.5914E+04,8.153E+03,6.253E+03,1E+00
1.380684E+06,2.98507E+05,1.0764E+05,1.8269E+04,1E+00
4.16754E+05,5.5611E+04,1.5846E+04,6.74E+03,1E+00
1.097307E+06,6.3003E+04,3.548E+03,6.071E+03,1E+00
3.94155E+05,6.8069E+05,5.7278E+04,3.586E+04,1E+00
4.34255E+05,9.50994E+05,1.4039E+05,2.8937E+04,1E+00
1.540292E+06,2.13504E+05,1.30548E+05,6.5967E+04,1E+00
2.0021E+04,7.118E+03,2.623E+03,1.3745E+04,1E+00
3.12073E+05,9.495E+04,2.1333E+04,8.169E+03,1E+00
9.87934E+05,2.90827E+05,7.4889E+04,8.8813E+04,1E+00
8.50171E+05,4.1915E+04,8.437E+03,6.1308E+04,1E+00
3.27387E+05,1.5511E+04,1.423E+03,5.554E+03,1E+00
2.41243E+05,6.4061E+04,1.153E+04,3.329E+03,1E+00
6.36022E+05,6.289E+04,4.3826E+04,2.4317E+04,1E+00
4.4098E+04,1.74493E+05,6.5429E+04,1.6701E+04,1E+00
1.172366E+06,4.6229E+04,1.8252E+04,7.706E+03,1E+00
1.722914E+06,5.05266E+05,5.0938E+04,7.201E+04,1E+00
7.6957E+04,3.248E+04,7.873E+03,1.5537E+04,1E+00
2.395E+03,1.2073E+04,7.141E+03,2.455E+04,1E+00
1.9515E+04,2.9557E+04,2.406E+03,1.9339E+04,1E+00
7.74132E+05,3.9649E+04,6.35E+02,2.1328E+04,1E+00
8.08482E+05,2.30623E+05,3.2273E+04,4.0625E+04,1E+00
3.59263E+05,1.88151E+05,6.2873E+04,1.9368E+04,1E+00
3.2704E+05,5.7423E+04,1.5351E+04,5.571E+03,1E+00
1.04377E+05,3.9121E+04,6.512E+03,1.2621E+04,1E+00
3.13454E+05,2.14591E+05,2.9512E+04,2.0891E+04,1E+00
6.96593E+05,1.69084E+05,3.221E+03,5.955E+03,1E+00
1.45351E+05,1.8894E+04,1.774E+03,7.101E+03,1E+00
1.59327E+05,9.6734E+04,8.198E+03,2.263E+04,1E+00
2.39355E+05,2.6277E+04,6.491E+03,1.898E+03,1E+00
1.2881E+04,2.6553E+04,6.342E+03,1.1514E+04,1E+00
3.23256E+05,2.70568E+05,3.5233E+04,3.0256E+04,1E+00
1.2583E+04,1.6662E+04,1.761E+03,8.833E+03,1E+00
8.0201E+04,1.9447E+04,2.624E+03,2.941E+03,1E+00
1.46755E+05,7.2675E+04,1.0369E+04,3.363E+03,1E+00
3.10081E+05,4.6555E+04,1.475E+04,5.287E+03,1E+00
6.76E+02,7.42E+03,1.856E+03,6.35E+03,1E+00
3.49053E+05,7.3324E+04,6.175E+03,2.5281E+04,1E+00
6.59E+03,2.3926E+04,5.913E+03,7.108E+03,1E+00
4.62367E+05,4.1719E+04,2.5143E+04,2.4645E+04,1E+00
2.86957E+05,2.49654E+05,1.5772E+04,2.7859E+04,1E+00
1.9418E+04,2.4289E+04,3.03E+03,7.991E+03,1E+00
5.2713E+04,2.2772E+04,1.681E+03,9.46E+02,1E+00
2.84283E+05,2.86602E+05,6.2674E+04,2.953E+04,1E+00
7.0197E+04,1.91226E+05,2.5341E+04,1.6413E+04,1E+00
1.0522E+04,1.9204E+04,1.017E+04,1.3194E+04,1E+00
8.265E+03,1.2152E+04,3.833E+03,4.002E+03,1E+00
9.446E+03,1.4875E+04,3.371E+03,1.0474E+04,1E+00
1.1756E+04,1.2014E+04,1.129E+03,5.188E+03,1E+00
4.539E+03,4.245E+03,3.745E+03,6.587E+03,1E+00
1.04449E+05,2.29486E+05,1.7237E+04,4.0326E+04,1E+00
1.96744E+05,7.7943E+04,5.0212E+04,3.7555E+04,1E+00
3.129565E+06,2.5258E+04,2.064E+04,1.2124E+04,1E+00
5.77593E+05,3.24743E+05,3.4964E+04,8.85E+03,1E+00
2.1875E+04,6.0296E+04,2.0192E+04,2.8841E+04,1E+00
1.2667E+04,5.6821E+04,1.4861E+04,5.6954E+04,1E+00
4.27047E+05,2.0287E+04,6.976E+03,1.837E+03,1E+00
7.792E+04,1.8389E+04,5.937E+03,6.167E+03,1E+00
2.401E+03,1.1444E+04,6.576E+03,4.116E+03,1E+00
6.796E+03,1.6295E+04,8.777E+03,4.616E+03,1E+00
1.7572E+04,1.4756E+04,4.042E+03,6.65E+03,1E+00
1.50329E+05,1.1077E+04,1.092E+03,1.097E+03,1E+00
9.93E+04,1.07028E+05,1.5641E+04,4.5239E+04,1E+00
1.95094E+05,6.4741E+04,1.5863E+04,8.27E+03,1E+00
3.50788E+05,9.721E+03,7.603E+03,6.526E+03,1E+00
1.47714E+05,4.2501E+04,1.983E+04,4.768E+03,1E+00
2.55268E+05,1.3605E+04,3.715E+03,4.421E+03,1E+00
1.74239E+05,2.4797E+04,1.5604E+04,6.253E+03,1E+00
5.62076E+05,3.54455E+05,2.2851E+04,2.6529E+04,1E+00
1.2062E+04,1.3377E+04,1.5131E+04,4.752E+03,1E+00
2.1593E+04,1.641E+04,7.908E+03,1.2314E+04,1E+00
1.78135E+05,6.222E+04,3.5668E+04,2.203E+04,1E+00
